가맹점_구분번호,기준년월,가맹점_운영개월_수_구간,매출금액_구간,매출건수_구간,유니크_고객_수_구간,객단가_구간,취소율_구간,배달매출금액_비율,동일_업종_매출금액_비율,동일_업종_매출건수_비율,동일_업종_내_매출_순위_비율,동일_상권_내_매출_순위_비율,동일_업종_내_해지_가맹점_비중,동일_상권_내_해지_가맹점_비중,가맹점_주소,가맹점명,브랜드구분코드,가맹점_지역,업종,상권,개설일,폐업일,위도,경도,상권_지리,상권유형_지리,행정동,남성_20대이하_고객_비중,남성_30대_고객_비중,남성_40대_고객_비중,남성_50대_고객_비중,남성_60대이상_고객_비중,여성_20대이하_고객_비중,여성_30대_고객_비중,여성_40대_고객_비중,여성_50대_고객_비중,여성_60대이상_고객_비중,재방문_고객_비중,신규_고객_비중,거주_이용_고객_비중,직장_이용_고객_비중,유동인구_이용_고객_비중,개인사업자여부,폐업여부,단골손님_비중,신규손님_비중,배달매출_비중,거주고객_비중,직장고객_비중,유동인구고객_비중,핵심고객_1순위,핵심고객_2순위,핵심고객_3순위,핵심고객_1순위_비중,핵심고객_2순위_비중,핵심고객_3순위_비중,평가기준년월,영업_경과_개월,배달매출비중_차이_pp,단골비중_차이_pp,신규비중_차이_pp,배달비중_백분위,단골비중_백분위,신규비중_백분위,업종매출_편차,업종매출지수_백분위,업종건수_편차,업종건수지수_백분위,단골비중_3개월_추세_pp_per_m,단골비중_3개월_순증감_pp,배달비중_3개월_추세_pp_per_m,배달비중_3개월_순증감_pp,신규비중_3개월_추세_pp_per_m,신규비중_3개월_순증감_pp,분기코드,단골비중_YoY_pp,신규비중_YoY_pp,배달비중_YoY_pp,총_상주인구_수,총_직장_인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,이동성_적합도,연령대_적합도,매핑용_행정동
57AEEDF72B,202412,2_10-25%,1_10%이하,1_10%이하,1_10%이하,4_50-75%,4_상위4구간,15.53057210965435,321.0,233.9,12.6,10.1,15.7,5.6,서울  성동구  마장동,파리**********,베이커리10,서울 성동구,베이커리,마장동,20110112,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,6.661861861861861,11.008608608608608,9.354954954954954,12.237037037037036,7.937537537537536,7.452252252252251,12.314714714714713,10.464864864864865,13.688888888888886,8.879279279279277,30.31,9.3,35.93593593593593,15.015015015015011,49.049049049049046,0,0,0.3031,0.09300000000000001,0.1553057210965435,0.3593593593593593,0.15015015015015012,0.4904904904904905,여성_50대,여성_30대,남성_50대,0.13688888888888887,0.12314714714714713,0.12237037037037035,202412,168,0.0,0.0,0.0,100.0,100.0,100.0,221.0,100.0,133.9,100.0,-0.7650000000000018,-1.5300000000000036,0.0,0.0,0.6450000000000005,1.290000000000001,20244,-2.4566666666666737,1.3033333333333341,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.4940653642350289,0.8055649827470852,마장동
99730CC7C5,202412,1_10%이하,5_75-90%,5_75-90%,5_75-90%,1_10%이하,1_상위1구간,16.431182795698923,8.4,1.8,55.5,60.7,16.4,9.4,서울  성동구  마장동,진*,개인사업자,서울 성동구,요리주점,왕십리,20000420,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,0.0,8.526699999999998,12.743199999999998,29.7966,42.63349999999999,0.0,0.5732999999999999,0.8567999999999999,2.0034,2.8664999999999994,35.0,5.0,0.0,0.0,100.0,1,0,0.35,0.05,0.16431182795698923,0.0,0.0,1.0,여성_40대,여성_30대,남성_60대이상,0.8567999999999999,0.5732999999999999,0.4263349999999999,202412,297,0.0,0.0,0.0,100.0,100.0,100.0,-91.6,100.0,-98.2,100.0,0.0,0.0,0.0,0.0,-2.5,-5.0,20244,9.100000000000009,-3.836666666666665,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.9964251262554616,0.6484924899682586,마장동
1900B33A12,202412,1_10%이하,6_90%초과(하위 10% 이하),5_75-90%,5_75-90%,4_50-75%,1_상위1구간,24.83630952380953,1.4,4.4,65.5,0.0,16.2,6.860119047619048,서울  성동구  마장동,삼대**,한식-냉면1,서울 성동구,한식-냉면,,20081008,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,2.644000000000001,14.013200000000005,12.030200000000004,19.367300000000004,18.045300000000005,1.3560000000000003,7.186800000000002,6.169800000000002,9.932700000000002,9.2547,21.7,2.83,33.333333333333336,33.333333333333336,33.333333333333336,0,0,0.217,0.028300000000000002,0.2483630952380953,0.33333333333333337,0.33333333333333337,0.33333333333333337,남성_50대,남성_60대이상,남성_30대,0.19367300000000004,0.18045300000000006,0.14013200000000003,202412,195,0.0,0.0,0.0,100.0,100.0,100.0,-98.6,100.0,-95.6,100.0,0.23000000000000104,0.4600000000000021,0.0,0.0,0.09000000000000015,0.1800000000000003,20244,0.4933333333333345,-2.276666666666667,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.3369082070778717,0.7509892425355498,마장동
112C9E0C52,202412,2_10-25%,1_10%이하,3_25-50%,3_25-50%,1_10%이하,1_상위1구간,30.47016934433348,933.5,194.3,1.1,2.3,16.4,5.6,서울  성동구  마장동,대구*,개인사업자,서울 성동구,백반/가정식,마장동,20140211,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,8.036399999999999,19.403199999999995,19.7652,18.2448,6.950399999999999,3.0636,7.396799999999999,7.534799999999999,6.955199999999999,2.6495999999999995,15.03,9.3,9.9,3.3,86.8,1,0,0.1503,0.09300000000000001,0.3047016934433348,0.099,0.033,0.868,남성_40대,남성_30대,남성_50대,0.197652,0.19403199999999995,0.18244800000000003,202412,131,0.0,0.0,0.0,100.0,100.0,100.0,833.5,100.0,94.30000000000001,100.0,0.13999999999999985,0.2799999999999997,0.0,0.0,-0.4949999999999989,-0.9899999999999978,20244,10.713333333333331,-24.21333333333333,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.8715748737445383,0.7032556734377758,마장동
87569153FF,202412,1_10%이하,1_10%이하,3_25-50%,3_25-50%,1_10%이하,1_상위1구간,0.0,269.2,105.0,6.0,0.0,16.2,6.860119047619048,서울  성동구  마장동,원조***,개인사업자,서울 성동구,한식-육류/고기,,20050201,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,3.605405405405405,13.954254254254254,13.486886886886884,16.157557557557556,19.49589589589589,1.7999999999999998,6.966666666666666,6.7333333333333325,8.066666666666666,9.73333333333333,18.76,7.74,20.0,20.0,60.0,1,0,0.18760000000000002,0.0774,0.0,0.2,0.2,0.6,남성_60대이상,남성_50대,남성_30대,0.19495895895895893,0.16157557557557556,0.13954254254254253,202412,239,-16.928664482989657,-5.059999999999995,0.08857142857142813,21.428571428571427,57.14285714285714,71.42857142857143,169.2,85.71428571428571,5.0,85.71428571428571,1.6250000000000013,3.2500000000000027,0.0,0.0,-0.7199999999999998,-1.4399999999999995,20244,6.176666666666665,1.4433333333333334,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.6035748737445383,0.7650432965896038,마장동
AC6B3827B8,202412,1_10%이하,2_10-25%,4_50-75%,4_50-75%,2_10-25%,1_상위1구간,23.700130276185515,163.9,71.4,31.7,25.6,16.2,5.6,서울  성동구  마장동,훈희***,개인사업자,서울 성동구,한식-육류/고기,마장동,20090122,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,1.977,16.474999999999998,18.0566,16.870399999999997,12.521,1.0229999999999997,8.524999999999999,9.3434,8.729599999999998,6.478999999999999,40.0,5.93,28.6,21.4,50.0,1,0,0.4,0.0593,0.23700130276185516,0.28600000000000003,0.214,0.5,남성_40대,남성_50대,남성_30대,0.180566,0.16870399999999997,0.16474999999999998,202412,192,6.77146579319586,16.180000000000007,-1.7214285714285718,71.42857142857143,100.0,14.285714285714285,63.900000000000006,57.14285714285714,-28.599999999999994,42.857142857142854,0.5750000000000005,1.150000000000001,0.0,0.0,0.085,0.17,20244,3.3400000000000043,-0.22666666666666738,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.5035748737445384,0.7162556734377759,마장동
8425C2D133,202412,2_10-25%,2_10-25%,3_25-50%,3_25-50%,3_25-50%,1_상위1구간,23.700130276185515,159.8,144.3,16.5,16.6,16.2,5.6,서울  성동구  마장동,몽실******,개인사업자,서울 성동구,한식-육류/고기,마장동,20110506,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,5.7673,17.3019,14.3059,21.6461,15.8788,1.9327,5.7981,4.7941,7.2539,5.3212,13.05,8.78,13.786213786213787,8.791208791208792,77.42257742257742,1,0,0.1305,0.08779999999999999,0.23700130276185516,0.13786213786213788,0.08791208791208792,0.7742257742257742,남성_50대,남성_30대,남성_60대이상,0.21646100000000001,0.173019,0.158788,202412,164,6.77146579319586,-10.769999999999996,1.1285714285714274,71.42857142857143,28.57142857142857,85.71428571428571,59.80000000000001,42.857142857142854,44.30000000000001,100.0,0.315,0.63,0.0,0.0,1.255,2.51,20244,0.5933333333333333,-0.45333333333333475,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.7778006479703126,0.7852556734377758,마장동
21C4BDD140,202412,1_10%이하,3_25-50%,3_25-50%,3_25-50%,4_50-75%,1_상위1구간,18.10670731707317,71.5,131.2,31.7,25.4,16.2,5.6,서울  성동구  마장동,순대**,개인사업자,서울 성동구,한식-국밥/설렁탕,마장동,20051223,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,5.369,17.6764,19.1632,22.2194,18.172,1.131,3.7236,4.0368,4.6806,3.828,38.16,6.13,44.0,18.0,38.0,1,0,0.38159999999999994,0.0613,0.1810670731707317,0.44,0.18,0.38,남성_50대,남성_40대,남성_60대이상,0.222194,0.191632,0.18172,202412,229,0.0,0.0,0.0,100.0,100.0,100.0,-28.5,100.0,31.19999999999999,100.0,1.739999999999997,3.479999999999994,0.0,0.0,-0.29499999999999976,-0.5899999999999995,20244,-3.6899999999999986,0.29333333333333295,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.38357487374453836,0.7759892425355497,마장동
11B0AA1C3B,202412,1_10%이하,4_50-75%,5_75-90%,5_75-90%,1_10%이하,1_상위1구간,31.681818181818183,24.7,5.8,46.0,43.3,16.2,9.4,서울  성동구  마장동,동원**,개인사업자,서울 성동구,한식-단품요리일반,왕십리,20011022,,37.5669747,127.040228,마장지하차도,골목상권,서울특별시 성동구 마장동,0.0,0.0,6.453899999999999,48.72239999999999,35.723699999999994,0.0,0.0,0.6460999999999999,4.877599999999999,3.5763,33.33,8.33,33.3,0.0,66.7,1,0,0.3333,0.0833,0.31681818181818183,0.33299999999999996,0.0,0.667,여성_40대,남성_50대,남성_60대이상,0.6460999999999999,0.48722399999999993,0.3572369999999999,202412,279,0.0,2.0766666666666653,2.1966666666666668,66.66666666666666,100.0,100.0,-75.3,100.0,-94.2,66.66666666666666,3.3299999999999996,6.659999999999999,0.0,0.0,2.5,5.0,20244,-8.60333333333333,-6.623333333333331,0.0,268,362,175600,20228,30522,28797,28890,29455,37707,0.6685207399421211,0.5469962813000075,마장동
E6AE130DD5,202412,2_10-25%,2_10-25%,3_25-50%,3_25-50%,1_10%이하,1_상위1구간,23.700130276185515,260.9,96.2,5.7,0.0,16.2,9.564615384615385,서울  성동구  마장로,마장*****,개인사업자,서울 성동구,한식-육류/고기,,20111109,,37.567372,127.0349439,성동구보건소,골목상권,서울특별시 성동구 마장동,4.497902097902097,8.660139860139859,11.613986013986011,16.380419580419577,26.047552447552444,2.1954045954045958,4.226973026973027,5.6687312687312685,7.995204795204795,12.713686313686312,21.24,5.64,42.1,14.0,43.9,1,0,0.21239999999999998,0.0564,0.23700130276185516,0.42100000000000004,0.14,0.439,남성_60대이상,남성_50대,여성_60대이상,0.26047552447552447,0.16380419580419578,0.12713686313686312,202412,158,1.7000217126975858,3.511666666666663,-1.483333333333333,66.66666666666666,83.33333333333334,33.33333333333333,160.89999999999998,83.33333333333334,-3.799999999999997,83.33333333333334,-0.45499999999999985,-0.9099999999999997,0.0,0.0,0.23999999999999994,0.47999999999999987,20244,1.3800000000000008,-0.7266666666666671,0.0,1449,354,417563,37989,67418,70921,61014,76209,104014,0.44329934710968466,0.7735274245230779,마장동
69EE47A25B,202412,2_10-25%,3_25-50%,3_25-50%,3_25-50%,4_50-75%,1_상위1구간,48.9445073612684,245.1,436.3,4.6,22.4,19.6,9.0,서울  성동구  상원길,피자********,피자8,서울 성동구,피자,뚝섬,20121231,,37.5485847,127.0481967,뚝섬역상점가,전통시장,서울특별시 성동구 성수1가2동,12.311999999999998,14.534999999999998,10.487999999999998,9.861,9.803999999999998,9.287999999999998,10.964999999999998,7.911999999999999,7.438999999999999,7.395999999999999,43.35,5.01,83.41658341658342,4.995004995004996,11.588411588411589,0,0,0.4335,0.0501,0.489445073612684,0.8341658341658342,0.049950049950049966,0.11588411588411589,남성_30대,남성_20대이하,여성_30대,0.14534999999999998,0.12311999999999998,0.10964999999999998,202412,145,0.0,0.0,0.0,100.0,100.0,100.0,145.1,100.0,336.3,100.0,-0.3149999999999986,-0.6299999999999972,0.0,0.0,0.034999999999999615,0.06999999999999923,20244,3.529999999999994,-0.40333333333333266,0.0,1308,1205,469116,58801,71936,102437,92109,68271,75560,0.1212124565925965,0.8623084708620932,성수1가2동
6E87D8EF74,202412,2_10-25%,2_10-25%,3_25-50%,3_25-50%,2_10-25%,1_상위1구간,23.700130276185515,192.3,134.1,11.3,13.7,16.2,9.0,서울  성동구  상원길,담바*,개인사업자,서울 성동구,한식-육류/고기,뚝섬,20140318,,37.5485847,127.0481967,뚝섬역상점가,전통시장,서울특별시 성동구 성수1가2동,6.57107107107107,15.908908908908908,18.329829829829823,20.68158158158158,7.608608608608607,2.938438438438438,7.1141141141141135,8.196696696696694,9.248348348348348,3.402402402402402,46.41,4.42,19.5,56.1,24.4,1,0,0.46409999999999996,0.044199999999999996,0.23700130276185516,0.195,0.561,0.244,남성_50대,남성_40대,남성_30대,0.2068158158158158,0.18329829829829822,0.1590890890890891,202412,130,5.00004342539517,17.862222222222222,-1.7844444444444447,61.111111111111114,100.0,22.22222222222222,92.30000000000001,55.55555555555556,34.099999999999994,55.55555555555556,0.21499999999999853,0.42999999999999705,0.0,0.0,-0.56,-1.12,20244,2.836666666666665,0.8366666666666661,0.0,1308,1205,469116,58801,71936,102437,92109,68271,75560,0.24932834070848053,0.7654464258893033,성수1가2동
